dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1266188400,2010-02-14 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,16.5,9656.0,11.21,3.9,16.02,18.61,1019,,,77,24.16,320,28.86,,,,,75,803,Clouds,broken clouds,04d
1292025600,2010-12-11 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,48.61,10000.0,30.54,42.87,47.21,51.26,1005,,,49,14.99,160,,0.2,,,,40,500,Rain,light rain,10n
1292029200,2010-12-11 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,50.23,10000.0,30.0,47.07,50.04,53.87,1006,,,45,14.99,170,,,,,,75,803,Clouds,broken clouds,04n
1292032800,2010-12-11 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,50.58,10000.0,28.78,47.3,50.04,54.41,1005,,,42,12.75,160,23.04,,,,,100,804,Clouds,overcast clouds,04n
1292036400,2010-12-11 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,51.76,10000.0,26.42,48.33,50.27,54.61,1005,,,36,10.29,170,,,,,,100,804,Clouds,overcast clouds,04n
1292040000,2010-12-11 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,49.87,10000.0,29.71,43.09,48.65,53.69,1005,,,45,21.92,170,27.74,,,,,100,500,Rain,light rain,10n
1292043600,2010-12-11 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,48.61,10000.0,30.09,42.87,48.06,52.43,1004,,,48,14.99,160,,,,,,100,804,Clouds,overcast clouds,04n
1292047200,2010-12-11 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,49.01,10000.0,33.12,43.11,48.83,51.26,1004,,,54,16.11,180,27.51,0.2,,,,100,500,Rain,light rain,10n
1292050800,2010-12-11 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,45.99,10000.0,36.03,39.51,45.59,48.65,1004,,,68,14.99,190,23.04,0.15,,,,75,500,Rain,light rain,10n
1292054400,2010-12-11 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,44.06,10000.0,36.99,37.04,43.81,47.21,1002,,,76,14.99,180,21.92,0.14,,,,100,500,Rain,light rain,10n
1292058000,2010-12-11 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,44.04,10000.0,36.97,37.35,43.81,46.67,1002,,,76,13.87,200,21.92,0.16,,,,100,500,Rain,light rain,10n
1292061600,2010-12-11 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.18,10000.0,31.1,25.07,35.06,43.81,1003,,,78,27.74,300,39.15,,,,,100,804,Clouds,overcast clouds,04n
1292065200,2010-12-11 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,29.41,10000.0,22.41,16.81,27.86,31.21,1005,,,72,28.86,290,36.91,,,,,100,804,Clouds,overcast clouds,04n
1292068800,2010-12-11 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,24.78,10000.0,17.04,12.18,24.12,27.61,1006,,,69,29.97,320,38.03,,,,,100,804,Clouds,overcast clouds,04n
1292072400,2010-12-11 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,20.41,4828.0,12.81,7.81,18.86,22.21,1007,,,69,31.09,300,44.96,,,0.14,,100,600,Snow,light snow,13n
1292076000,2010-12-11 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,15.78,1207.0,9.99,3.18,15.12,18.61,1008,,,75,26.4,300,38.03,,,0.26,,100,600,Snow,light snow,13d
1292079600,2010-12-11 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,14.22,3219.0,8.46,1.62,14.04,15.89,1009,,,75,25.28,310,39.15,,,0.41,,100,600,Snow,light snow,13d
1292083200,2010-12-11 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,12.78,4828.0,7.3,0.18,12.24,15.17,1010,,,76,29.97,310,48.32,,,0.46,,100,600,Snow,light snow,13d
1292086800,2010-12-11 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,12.78,2012.0,6.78,0.18,12.24,15.71,1010,,,74,31.09,320,42.5,,,0.47,,100,600,Snow,light snow,13d
1292090400,2010-12-11 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,14.22,3200.0,6.8,1.62,13.46,15.17,1011,,,69,26.4,300,38.03,,,0.52,,100,601,Snow,snow,13d
1292094000,2010-12-11 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,13.35,805.0,8.64,0.75,12.96,15.17,1009,,,79,34.45,310,47.2,,,0.5,,100,600,Snow,light snow,13d
1292097600,2010-12-11 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,13.35,402.0,8.64,0.75,12.96,15.01,1009,,,79,35.79,310,46.08,,,0.59,,100,601,Snow,snow,13d
1292101200,2010-12-11 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,13.33,402.0,8.11,0.73,12.47,15.35,1010,,,77,34.45,320,46.08,,,0.3,0.3,100,600,Snow,light snow,13d
1292104800,2010-12-11 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,12.61,402.0,7.92,0.01,12.06,15.17,1012,,,79,40.26,330,53.02,,,0.3,,100,600,Snow,light snow,13d
1292108400,2010-12-11 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,13.33,402.0,8.62,0.73,12.47,15.01,1013,,,79,32.21,320,44.96,,,0.3,,100,600,Snow,light snow,13n
1292112000,2010-12-12 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,13.33,800.0,9.1,0.73,12.47,15.01,1015,,,81,34.45,330,49.44,,,0.57,,100,601,Snow,snow,13n
1292115600,2010-12-12 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,12.27,402.0,8.08,-0.33,11.66,13.91,1015,,,81,40.26,330,51.9,,,0.3,,100,600,Snow,light snow,13n
1292119200,2010-12-12 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,11.41,402.0,6.73,-1.19,10.98,13.21,1017,,,79,36.91,330,47.2,,,0.3,,100,600,Snow,light snow,13n
1292122800,2010-12-12 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,10.67,805.0,6.01,-1.93,10.08,13.21,1017,,,79,28.86,330,51.9,,,0.8,1.0,100,601,Snow,snow,13n
1292126400,2010-12-12 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,9.46,1609.0,4.82,-3.14,9.0,12.29,1019,,,79,34.45,330,49.44,,,0.16,,100,600,Snow,light snow,13n
1292130000,2010-12-12 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,9.46,3219.0,3.56,-3.14,9.0,11.41,1020,,,74,32.21,330,44.96,,,,,100,600,Snow,light snow,13n
1292133600,2010-12-12 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,8.73,4800.0,2.3,-3.87,8.06,11.41,1022,,,72,29.97,330,39.15,,,,,100,804,Clouds,overcast clouds,04n
1292137200,2010-12-12 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,7.52,9656.0,0.59,-5.08,7.02,9.61,1022,,,70,26.4,330,39.15,,,,,100,804,Clouds,overcast clouds,04n
1292140800,2010-12-12 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,6.12,10000.0,-0.24,-6.48,6.01,7.97,1023,,,72,24.16,340,34.45,,,,,100,721,Haze,haze,50n
1292144400,2010-12-12 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,6.1,10000.0,-1.62,-6.5,6.01,7.79,1024,,,67,28.86,340,39.15,,,,,40,721,Haze,haze,50n
1292148000,2010-12-12 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,5.23,10000.0,-2.45,-7.37,5.04,7.07,1024,,,67,27.74,340,36.91,,,,,20,801,Clouds,few clouds,02n
1292151600,2010-12-12 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,4.01,10000.0,-4.79,-8.59,3.96,5.99,1025,,,63,23.04,340,34.45,,,,,0,800,Clear,sky is clear,01n
1292155200,2010-12-12 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,3.27,10000.0,-6.41,-9.33,3.06,5.09,1028,,,60,24.16,340,29.97,,,,,0,800,Clear,sky is clear,01n
1292158800,2010-12-12 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,2.07,10000.0,-7.56,-10.53,1.98,4.73,1026,,,60,20.8,360,27.74,,,,,0,800,Clear,sky is clear,01n
1292162400,2010-12-12 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,1.35,10000.0,-8.88,-11.25,1.08,4.01,1027,,,58,20.8,320,26.4,,,,,0,721,Haze,haze,50d
1292166000,2010-12-12 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,3.29,10000.0,-8.0,-9.31,3.06,5.27,1028,,,55,17.22,330,25.28,,,,,0,721,Haze,haze,50d
1292169600,2010-12-12 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,4.37,10000.0,-7.31,-8.23,3.96,7.07,1028,,,54,19.69,350,,,,,,0,800,Clear,sky is clear,01d
1292173200,2010-12-12 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,6.46,10000.0,-7.13,-6.14,6.12,9.23,1029,,,49,24.16,340,31.09,,,,,20,801,Clouds,few clouds,02d
1292176800,2010-12-12 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,7.54,10000.0,-5.37,-5.06,7.02,12.65,1030,,,51,20.8,340,27.51,,,,,40,802,Clouds,scattered clouds,03d
1292180400,2010-12-12 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,9.46,10000.0,-3.55,-3.14,9.0,12.65,1028,,,51,14.99,340,25.28,,,,,75,803,Clouds,broken clouds,04d
1292184000,2010-12-12 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,10.67,10000.0,-2.04,-1.93,10.08,13.73,1028,,,52,17.22,330,24.16,,,,,75,803,Clouds,broken clouds,04d
1292187600,2010-12-12 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,10.67,10000.0,-3.17,-1.93,10.08,13.91,1028,,,49,17.22,340,23.04,,,,,100,804,Clouds,overcast clouds,04d
1292191200,2010-12-12 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,10.35,10000.0,-1.98,-2.25,10.08,13.19,1029,,,53,18.34,340,24.16,,,,,100,804,Clouds,overcast clouds,04d
1292194800,2010-12-12 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,8.4,10000.0,-4.2,-4.2,8.1,12.29,1029,,,52,18.34,340,,,,,,40,802,Clouds,scattered clouds,03n
1355875200,2012-12-19 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.96,10000.0,28.87,30.97,29.57,37.78,1009,,,80,3.44,30,,,,,,40,802,Clouds,scattered clouds,03n
1355878800,2012-12-19 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.6,10000.0,27.82,31.6,28.42,36.77,1010,,,84,0.0,0,,,,,,20,801,Clouds,few clouds,02n
1355882400,2012-12-19 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,29.89,9656.0,27.37,29.89,28.42,36.77,1010,,,89,0.0,0,,,,,,20,701,Mist,mist,50n
1355886000,2012-12-19 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,29.82,9656.0,27.3,29.82,28.42,36.77,1010,,,89,0.0,0,,,,,,40,701,Mist,mist,50n
1355889600,2012-12-19 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,29.1,6437.0,27.3,23.97,24.82,34.97,1011,,,92,4.7,130,,,,,,20,701,Mist,mist,50n
1355893200,2012-12-19 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.02,4828.0,26.01,21.65,26.62,33.17,1011,,,91,5.82,110,,,,,,0,701,Mist,mist,50n
1355896800,2012-12-19 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.02,8046.0,26.01,21.65,26.62,33.17,1011,,,91,5.82,140,,,,,,40,701,Mist,mist,50n
1355900400,2012-12-19 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.67,9656.0,28.15,24.8,26.62,33.17,1012,,,89,5.82,140,,,,,,75,701,Mist,mist,50n
1355904000,2012-12-19 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.67,8046.0,28.15,23.94,26.62,33.17,1012,,,89,6.93,160,,,,,,75,701,Mist,mist,50n
1355907600,2012-12-19 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.67,9656.0,28.15,27.21,26.62,33.17,1013,,,89,3.44,90,,,,,,100,701,Mist,mist,50n
1355911200,2012-12-19 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.94,8046.0,27.61,25.23,28.08,33.17,1012,,,94,3.44,330,,,,,,100,701,Mist,mist,50n
1355914800,2012-12-19 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,29.59,9656.0,27.55,23.5,28.42,33.17,1012,,,91,5.82,120,,,,,,100,701,Mist,mist,50n
1355918400,2012-12-19 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,27.97,8046.0,26.19,21.58,26.62,33.17,1012,,,92,5.82,340,,,,,,100,701,Mist,mist,50n
1355922000,2012-12-19 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,27.72,8046.0,25.93,18.86,26.62,33.17,1012,,,92,9.22,90,,,,,,75,701,Mist,mist,50n
1355925600,2012-12-19 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.7,8046.0,28.67,22.57,30.22,32.25,1012,,,91,9.17,100,,,,,,100,701,Mist,mist,50d
1355929200,2012-12-19 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.06,8046.0,29.01,24.42,30.22,34.93,1013,,,91,6.93,90,,,,,,100,701,Mist,mist,50d
1355932800,2012-12-19 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.4,8046.0,29.95,24.76,32.92,34.97,1013,,,86,11.5,90,,,,,,75,701,Mist,mist,50d
1355936400,2012-12-19 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.28,9656.0,31.57,28.8,34.72,35.85,1012,,,86,8.05,100,,,,,,75,701,Mist,mist,50d
1355940000,2012-12-19 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.96,9656.0,31.14,29.64,35.62,37.65,1011,,,82,8.05,80,,,,,,100,721,Haze,haze,50d
1355943600,2012-12-19 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,36.97,10000.0,32.0,29.71,36.52,38.57,1010,,,82,10.36,100,17.27,,,,,100,804,Clouds,overcast clouds,04d
1355947200,2012-12-19 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.0,10000.0,31.77,29.32,36.61,38.57,1009,,,81,11.41,80,16.11,0.33,,,,100,500,Rain,light rain,10d
1355950800,2012-12-19 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.64,6437.0,32.43,25.88,33.82,36.77,1008,,,88,16.11,50,,0.72,,,,100,501,Rain,moderate rain,10d
1355950800,2012-12-19 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.64,6437.0,32.43,25.88,33.82,36.77,1008,,,88,16.11,50,,0.72,,,,100,701,Mist,mist,50d
1355954400,2012-12-19 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.75,804.0,31.24,23.83,33.12,35.87,1008,,,90,14.99,40,20.8,,,4.1,,100,701,Mist,mist,50d
1355954400,2012-12-19 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.75,804.0,31.24,23.83,33.12,35.87,1008,,,90,14.99,40,20.8,,,4.1,,100,601,Snow,snow,13d
1355958000,2012-12-19 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.02,402.0,31.23,23.43,33.35,34.97,1008,,,89,17.27,30,,0.8,,,,100,701,Mist,mist,50n
1355958000,2012-12-19 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.02,402.0,31.23,23.43,33.35,34.97,1008,,,89,17.27,30,,0.8,,,,100,500,Rain,light rain,10n
1355961600,2012-12-20 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.09,1207.0,31.53,23.18,32.77,34.97,1007,,,90,18.41,40,25.32,,,2.32,,100,601,Snow,snow,13n
1355961600,2012-12-20 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.09,1207.0,31.53,23.18,32.77,34.97,1007,,,90,18.41,40,25.32,,,2.32,,100,701,Mist,mist,50n
1355965200,2012-12-20 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.39,1207.0,31.41,22.26,32.77,34.97,1008,,,92,18.41,10,29.93,,,1.8,,100,601,Snow,snow,13n
1355965200,2012-12-20 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.39,1207.0,31.41,22.26,32.77,34.97,1008,,,92,18.41,10,29.93,,,1.8,,100,701,Mist,mist,50n
1355968800,2012-12-20 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.66,804.0,31.41,21.36,32.77,34.97,1008,,,91,23.04,20,28.86,0.3,,,,100,601,Snow,snow,13n
1355968800,2012-12-20 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.66,804.0,31.41,21.36,32.77,34.97,1008,,,91,23.04,20,28.86,0.3,,,,100,741,Fog,fog,50n
1355968800,2012-12-20 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.66,804.0,31.41,21.36,32.77,34.97,1008,,,91,23.04,20,28.86,0.3,,,,100,500,Rain,light rain,10n
1355972400,2012-12-20 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.66,1207.0,31.41,21.09,32.77,34.97,1007,,,91,24.16,20,32.21,,,2.95,,100,601,Snow,snow,13n
1355972400,2012-12-20 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.66,1207.0,31.41,21.09,32.77,34.97,1007,,,91,24.16,20,32.21,,,2.95,,100,701,Mist,mist,50n
1355976000,2012-12-20 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.66,1207.0,31.41,21.06,32.77,34.07,1007,,,91,27.63,10,35.68,0.3,,,,100,600,Snow,light snow,13n
1355976000,2012-12-20 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.66,1207.0,31.41,21.06,32.77,34.07,1007,,,91,27.63,10,35.68,0.3,,,,100,701,Mist,mist,50n
1355976000,2012-12-20 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.66,1207.0,31.41,21.06,32.77,34.07,1007,,,91,27.63,10,35.68,0.3,,,,100,500,Rain,light rain,10n
1355979600,2012-12-20 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,32.2,804.0,31.06,19.6,31.33,33.17,1007,,,95,32.21,10,41.43,,,0.3,,100,601,Snow,snow,13n
1355983200,2012-12-20 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.69,1207.0,28.65,18.09,28.78,32.27,1008,,,91,29.97,360,,,,1.16,,100,601,Snow,snow,13n
1355986800,2012-12-20 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.78,402.0,26.28,16.18,25.77,31.21,1007,,,89,29.97,350,41.38,,,1.5,,100,601,Snow,snow,13n
1355990400,2012-12-20 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,25.38,402.0,23.14,12.78,23.77,29.41,1007,,,90,32.21,350,43.73,,,2.5,,100,602,Snow,heavy snow,13n
1355994000,2012-12-20 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,23.52,804.0,20.84,10.92,22.77,25.81,1008,,,88,34.52,340,46.04,,,2.3,,100,601,Snow,snow,13n
1355997600,2012-12-20 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.01,1207.0,20.05,9.41,21.22,24.17,1008,,,91,29.97,350,48.32,,,0.8,,100,601,Snow,snow,13n
1356001200,2012-12-20 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.69,1609.0,18.79,9.09,21.22,23.09,1010,,,87,29.97,350,42.5,,,0.47,,100,600,Snow,light snow,13n
1356004800,2012-12-20 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.69,4828.0,18.07,9.09,21.22,23.02,1011,,,84,27.74,330,,,,0.3,,100,600,Snow,light snow,13n
1356008400,2012-12-20 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.0,8046.0,17.38,8.4,19.65,21.47,1012,,,84,29.97,330,36.91,,,0.11,,100,600,Snow,light snow,13n
1356012000,2012-12-20 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.81,8046.0,16.21,7.21,18.77,20.57,1013,,,84,27.74,340,38.03,,,,,100,600,Snow,light snow,13d
1356015600,2012-12-20 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.45,8046.0,16.11,6.85,18.77,20.57,1014,,,85,29.97,320,40.26,,,,,100,701,Mist,mist,50d
1356019200,2012-12-20 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,19.81,8046.0,16.7,7.21,19.42,22.37,1015,,,86,27.74,330,36.91,,,,,100,701,Mist,mist,50d
1356022800,2012-12-20 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.4,8046.0,17.02,8.8,21.22,22.37,1016,,,81,29.97,330,35.79,,,,,100,721,Haze,haze,50d
1356026400,2012-12-20 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.0,9656.0,16.39,8.4,20.32,23.25,1017,,,80,24.16,320,31.07,,,,,100,721,Haze,haze,50d
1356030000,2012-12-20 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.69,10000.0,16.27,9.09,21.22,23.25,1017,,,77,25.32,330,32.21,,,,,40,721,Haze,haze,50d
1356033600,2012-12-20 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,22.87,10000.0,16.9,10.27,21.78,23.27,1017,,,75,21.92,310,35.79,,,,,40,600,Snow,light snow,13d
1356037200,2012-12-20 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.69,10000.0,16.27,9.09,21.22,24.13,1018,,,77,21.92,320,31.09,,,,,40,600,Snow,light snow,13d
1356040800,2012-12-20 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.69,10000.0,15.75,9.09,21.22,24.17,1019,,,75,18.41,310,27.63,,,,,20,600,Snow,light snow,13d
1356044400,2012-12-20 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,21.11,10000.0,15.17,8.51,20.32,23.5,1020,,,75,16.11,310,21.85,,,,,0,500,Rain,light rain,10n
1454371200,2016-02-02 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.0,10000.0,31.77,29.8,36.61,39.11,1014,,,81,10.29,30,,,,,,100,804,Clouds,overcast clouds,04n
1454374800,2016-02-02 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,36.1,10000.0,32.04,28.69,36.0,38.75,1015,,,85,10.29,40,,,,,,100,804,Clouds,overcast clouds,04n
1454378400,2016-02-02 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.74,10000.0,31.57,29.32,36.61,38.57,1014,,,78,13.87,60,,,,,,100,804,Clouds,overcast clouds,04n
1454382000,2016-02-02 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.0,10000.0,30.94,28.38,36.61,38.57,1014,,,78,13.87,60,,,,,,100,804,Clouds,overcast clouds,04n
1454385600,2016-02-02 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.0,10000.0,31.77,28.38,36.41,38.75,1015,,,81,13.87,70,,,,,,100,804,Clouds,overcast clouds,04n
1454389200,2016-02-02 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,36.99,10000.0,32.9,27.99,36.41,37.49,1014,,,85,14.99,80,23.04,,,,,100,500,Rain,light rain,10n
1454392800,2016-02-02 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,37.0,10000.0,32.32,28.0,35.33,37.67,1014,,,83,14.99,70,,0.17,,,,100,500,Rain,light rain,10n
1454396400,2016-02-02 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,36.1,10000.0,32.04,26.15,35.51,36.95,1012,,,85,17.22,50,,0.3,,,,100,500,Rain,light rain,10n
1454400000,2016-02-02 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.8,10000.0,32.59,25.43,34.81,37.13,1011,,,88,18.34,50,,0.51,,,,100,500,Rain,light rain,10n
1454403600,2016-02-02 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.84,2414.0,31.8,22.17,32.27,35.69,1010,,,92,20.8,70,31.09,0.2,,,,100,600,Snow,light snow,13n
1454403600,2016-02-02 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.84,2414.0,31.8,22.17,32.27,35.69,1010,,,92,20.8,70,31.09,0.2,,,,100,701,Mist,mist,50n
1454403600,2016-02-02 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.84,2414.0,31.8,22.17,32.27,35.69,1010,,,92,20.8,70,31.09,0.2,,,,100,500,Rain,light rain,10n
1454407200,2016-02-02 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.16,6437.0,31.6,21.56,32.27,34.81,1006,,,90,25.28,60,36.91,1.0,,,,100,600,Snow,light snow,13n
1454407200,2016-02-02 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.16,6437.0,31.6,21.56,32.27,34.81,1006,,,90,25.28,60,36.91,1.0,,,,100,701,Mist,mist,50n
1454407200,2016-02-02 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.16,6437.0,31.6,21.56,32.27,34.81,1006,,,90,25.28,60,36.91,1.0,,,,100,500,Rain,light rain,10n
1454410800,2016-02-02 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.16,3219.0,31.6,21.56,33.89,34.97,1004,,,90,26.4,40,34.45,,,1.18,,100,601,Snow,snow,13n
